Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Cashewnut,2015,Kharif,Puducherry,143.0,44.0,1980.6,22581.13,47.19,0.433333333
Coconut,2015,Whole Year,Puducherry,1941.0,28632000.0,1980.6,306503.31,640.53,12467.6075
Cotton(lint),2015,Kharif,Puducherry,118.0,271.0,1980.6,18633.38,38.94,1.795
Dry chillies,2015,Rabi,Puducherry,3.0,30.0,1980.6,473.73,0.99,10.0
Groundnut,2015,Kharif,Puducherry,5.0,11.0,1980.6,789.55,1.65,2.2
Groundnut,2015,Rabi,Puducherry,239.0,717.0,1980.6,37740.49,78.87,3.0
Groundnut,2015,Summer,Puducherry,55.0,165.0,1980.6,8685.05,18.15,3.0
Moong(Green Gram),2015,Rabi,Puducherry,9.0,10.0,1980.6,1421.19,2.97,1.11
Moong(Green Gram),2015,Summer,Puducherry,1039.0,330.0,1980.6,164068.49,342.87,0.59
Onion,2015,Summer,Puducherry,1.0,6.0,1980.6,157.91,0.33,6.0
Other  Rabi pulses,2015,Rabi,Puducherry,58.0,72.0,1980.6,9158.78,19.14,1.24
Other  Rabi pulses,2015,Summer,Puducherry,4.0,4.0,1980.6,631.64,1.32,1.0
Ragi,2015,Kharif,Puducherry,34.0,81.0,1980.6,5368.94,11.22,2.195
Rice,2015,Kharif,Puducherry,3817.0,12250.0,1980.6,602742.47,1259.61,2.273333333
Rice,2015,Rabi,Puducherry,8505.0,19587.0,1980.6,1343024.55,2806.65,2.47
Rice,2015,Summer,Puducherry,3941.0,12049.0,1980.6,622323.31,1300.53,2.225
Sesamum,2015,Kharif,Puducherry,3.0,2.0,1980.6,473.73,0.99,0.67
Sesamum,2015,Rabi,Puducherry,5.0,4.0,1980.6,789.55,1.65,0.8
Sesamum,2015,Summer,Puducherry,100.0,83.0,1980.6,15791.0,33.0,0.83
Small millets,2015,Kharif,Puducherry,8.0,13.0,1980.6,1263.28,2.64,1.63
Sugarcane,2015,Kharif,Puducherry,1821.0,213968.0,1980.6,287554.11,600.93,117.5
Sweet potato,2015,Kharif,Puducherry,5.0,73.0,1980.6,789.55,1.65,14.6
Sweet potato,2015,Rabi,Puducherry,3.0,34.0,1980.6,473.73,0.99,11.33
Tapioca,2015,Rabi,Puducherry,209.0,4388.0,1980.6,33003.19,68.97,30.17
Tobacco,2015,Rabi,Puducherry,209.0,4388.0,1980.6,33003.19,68.97,30.17
Turmeric,2015,Kharif,Puducherry,2.0,4.0,1980.6,315.82,0.66,2.0
Urad,2015,Kharif,Puducherry,72.0,38.0,1980.6,11369.52,23.76,0.625
Urad,2015,Rabi,Puducherry,206.0,245.0,1980.6,32529.46,67.98,1.0
Urad,2015,Summer,Puducherry,574.0,227.0,1980.6,90640.34,189.42,0.443333333
Arecanut,2015,Whole Year,Karnataka,247927.0,2430194.0,1024.9,39150152.57,81815.91,10.21047619
Arhar/Tur,2015,Kharif,Karnataka,657354.0,241626.0,1024.9,103802770.1,216926.82,0.41962963
Bajra,2015,Kharif,Karnataka,163108.0,107157.0,1024.9,25756384.28,53825.64,0.674705882
Bajra,2015,Summer,Karnataka,3226.0,3579.0,1024.9,509417.66,1064.58,1.084
Black pepper,2015,Whole Year,Karnataka,34990.0,26773.0,1024.9,5525270.9,11546.7,0.796
Cardamom,2015,Whole Year,Karnataka,17660.0,1528.0,1024.9,2788690.6,5827.8,0.08
Cashewnut,2015,Whole Year,Karnataka,64212.0,41601.0,1024.9,10139716.92,21189.96,0.8185
Castor seed,2015,Kharif,Karnataka,9347.0,4911.0,1024.9,1475984.77,3084.51,0.514
Coconut,2015,Whole Year,Karnataka,441100.0,3688825000.0,1024.9,69654101.0,145563.0,8706.411724
Coriander,2015,Whole Year,Karnataka,4494.0,1927.0,1024.9,709647.54,1483.02,0.388636364
Cotton(lint),2015,Kharif,Karnataka,599083.0,1099880.0,1024.9,94601196.53,197697.39,1.961666667
Cotton(lint),2015,Rabi,Karnataka,41696.0,49826.0,1024.9,6584215.36,13759.68,1.213636364
Cotton(lint),2015,Summer,Karnataka,1105.0,2341.0,1024.9,174490.55,364.65,2.101428571
Cowpea(Lobia),2015,Kharif,Karnataka,67727.0,28064.0,1024.9,10694770.57,22349.91,0.431923077
Cowpea(Lobia),2015,Rabi,Karnataka,10778.0,4779.0,1024.9,1701953.98,3556.74,0.448571429
Cowpea(Lobia),2015,Summer,Karnataka,8036.0,2412.0,1024.9,1268964.76,2651.88,0.299166667
Dry chillies,2015,Kharif,Karnataka,88799.0,77057.0,1024.9,14022250.09,29303.67,1.017586207
Dry chillies,2015,Rabi,Karnataka,7744.0,15656.0,1024.9,1222855.04,2555.52,2.112592593
Dry chillies,2015,Summer,Karnataka,5747.0,10529.0,1024.9,907508.77,1896.51,1.8928
Garlic,2015,Whole Year,Karnataka,4661.0,6276.0,1024.9,736018.51,1538.13,1.33875
Ginger,2015,Whole Year,Karnataka,29285.0,1093397.0,1024.9,4624394.35,9664.05,36.35782609
Gram,2015,Rabi,Karnataka,1420431.0,552442.0,1024.9,224300259.2,468742.23,0.440384615
Groundnut,2015,Kharif,Karnataka,406076.0,273701.0,1024.9,64123461.16,134005.08,0.726071429
Groundnut,2015,Rabi,Karnataka,3646.0,6850.0,1024.9,575739.86,1203.18,1.88
Groundnut,2015,Summer,Karnataka,160363.0,114220.0,1024.9,25322921.33,52919.79,0.750434783
Horse-gram,2015,Kharif,Karnataka,53718.0,24923.0,1024.9,8482609.38,17726.94,0.4544
Horse-gram,2015,Rabi,Karnataka,112390.0,54360.0,1024.9,17747504.9,37088.7,0.461153846
Jowar,2015,Kharif,Karnataka,104738.0,119397.0,1024.9,16539177.58,34563.54,1.135789474
Jowar,2015,Rabi,Karnataka,993968.0,667336.0,1024.9,156957486.9,328009.44,0.7365
Jowar,2015,Summer,Karnataka,5201.0,10281.0,1024.9,821289.91,1716.33,1.904166667
Linseed,2015,Rabi,Karnataka,4961.0,600.0,1024.9,783391.51,1637.13,0.109333333
Maize,2015,Kharif,Karnataka,1091587.0,2982667.0,1024.9,172372503.2,360223.71,2.7225
Maize,2015,Rabi,Karnataka,103950.0,258320.0,1024.9,16414744.5,34303.5,2.544285714
Maize,2015,Summer,Karnataka,24754.0,69486.0,1024.9,3908904.14,8168.82,2.877407407
Mesta,2015,Whole Year,Karnataka,766.0,1024.0,1024.9,120959.06,252.78,1.335
Moong(Green Gram),2015,Kharif,Karnataka,340527.0,40983.0,1024.9,53772618.57,112373.91,0.150416667
Moong(Green Gram),2015,Rabi,Karnataka,4972.0,1504.0,1024.9,785128.52,1640.76,0.292727273
Moong(Green Gram),2015,Summer,Karnataka,2939.0,929.0,1024.9,464097.49,969.87,0.285
Niger seed,2015,Kharif,Karnataka,7229.0,1853.0,1024.9,1141531.39,2385.57,0.260833333
Onion,2015,Kharif,Karnataka,173510.0,757715.0,1024.9,27398964.1,57258.3,4.7168
Onion,2015,Rabi,Karnataka,15694.0,88814.0,1024.9,2478239.54,5179.02,6.207083333
Onion,2015,Summer,Karnataka,6246.0,27006.0,1024.9,986305.86,2061.18,4.536666667
Other  Rabi pulses,2015,Rabi,Karnataka,11561.0,7316.0,1024.9,1825597.51,3815.13,0.624444444
Other Kharif pulses,2015,Kharif,Karnataka,51342.0,68617.0,1024.9,8107415.22,16942.86,1.2296
Potato,2015,Kharif,Karnataka,31633.0,126990.0,1024.9,4995167.03,10438.89,4.458333333
Potato,2015,Rabi,Karnataka,6029.0,90778.0,1024.9,952039.39,1989.57,14.405
Potato,2015,Summer,Karnataka,464.0,7517.0,1024.9,73270.24,153.12,15.74090909
Ragi,2015,Kharif,Karnataka,662355.0,1115223.0,1024.9,104592478.1,218577.15,1.5465
Ragi,2015,Rabi,Karnataka,36275.0,61289.0,1024.9,5728185.25,11970.75,1.665333333
Ragi,2015,Summer,Karnataka,7053.0,12058.0,1024.9,1113739.23,2327.49,1.741666667
Rapeseed &Mustard,2015,Kharif,Karnataka,1605.0,350.0,1024.9,253445.55,529.65,0.18875
Rice,2015,Kharif,Karnataka,977005.0,2641669.0,1024.9,154278859.5,322411.65,2.525666667
Rice,2015,Rabi,Karnataka,29329.0,71420.0,1024.9,4631342.39,9678.57,2.456428571
Rice,2015,Summer,Karnataka,103711.0,307524.0,1024.9,16377004.01,34224.63,2.785769231
Safflower,2015,Rabi,Karnataka,53833.0,21027.0,1024.9,8500769.03,17764.89,0.360714286
Sannhamp,2015,Whole Year,Karnataka,113.0,27.0,1024.9,17843.83,37.29,0.233333333
Sesamum,2015,Kharif,Karnataka,50611.0,24450.0,1024.9,7991983.01,16701.63,0.4008
Small millets,2015,Kharif,Karnataka,28488.0,10507.0,1024.9,4498540.08,9401.04,0.41
Soyabean,2015,Kharif,Karnataka,257971.0,139890.0,1024.9,40736200.61,85130.43,0.692222222
Sugarcane,2015,Whole Year,Karnataka,449586.0,36314129.0,1024.9,70994125.26,148363.38,85.546
Sunflower,2015,Kharif,Karnataka,125584.0,51251.0,1024.9,19830969.44,41442.72,0.4084
Sunflower,2015,Rabi,Karnataka,194166.0,60738.0,1024.9,30660753.06,64074.78,0.4605
Sunflower,2015,Summer,Karnataka,10573.0,8866.0,1024.9,1669582.43,3489.09,0.896428571
Sweet potato,2015,Whole Year,Karnataka,3207.0,50994.0,1024.9,506417.37,1058.31,14.82866667
Tapioca,2015,Whole Year,Karnataka,1277.0,9560.0,1024.9,201651.07,421.41,7.701818182
Turmeric,2015,Whole Year,Karnataka,14994.0,76490.0,1024.9,2367702.54,4948.02,4.693888889
Urad,2015,Kharif,Karnataka,82234.0,20640.0,1024.9,12985570.94,27137.22,0.262380952
Urad,2015,Rabi,Karnataka,5240.0,2036.0,1024.9,827448.4,1729.2,0.362222222
Urad,2015,Summer,Karnataka,3911.0,1979.0,1024.9,617586.01,1290.63,0.485
Wheat,2015,Rabi,Karnataka,173856.0,128988.0,1024.9,27453600.96,57372.48,0.854285714
Arecanut,2015,Whole Year,Kerala,99125.71,132452.0,2602.9,15652940.87,32711.4843,0.96
Arhar/Tur,2015,Whole Year,Kerala,1431.0,1845.0,2602.9,225969.21,472.23,1.193333333
Banana,2015,Whole Year,Kerala,59834.61,536155.0,2602.9,9448483.265,19745.4213,8.779285714
Black pepper,2015,Whole Year,Kerala,85947.77,42132.0,2602.9,13572012.36,28362.7641,0.354285714
Cardamom,2015,Whole Year,Kerala,39730.0,19500.0,2602.9,6273764.3,13110.9,0.138571429
Cashewnut,2015,Whole Year,Kerala,43089.84,24733.0,2602.9,6804316.634,14219.6472,0.327857143
Coconut,2015,Whole Year,Kerala,790223.0,5873000000.0,2602.9,124784113.9,260773.59,6721.946429
Cotton(lint),2015,Kharif,Kerala,109.0,196.0,2602.9,17212.19,35.97,1.8
Garlic,2015,Whole Year,Kerala,62.0,375.0,2602.9,9790.42,20.46,6.05
Ginger,2015,Whole Year,Kerala,4986.01,22044.0,2602.9,787340.8391,1645.3833,3.549285714
Groundnut,2015,Whole Year,Kerala,449.0,619.0,2602.9,70901.59,148.17,1.38
Jowar,2015,Whole Year,Kerala,178.0,132.0,2602.9,28107.98,58.74,0.74
Maize,2015,Whole Year,Kerala,59.0,74.0,2602.9,9316.69,19.47,1.73
Other Kharif pulses,2015,Kharif,Kerala,2333.0,2420.0,2602.9,368404.03,769.89,1.027857143
Potato,2015,Whole Year,Kerala,491.0,6581.0,2602.9,77533.81,162.03,7.215
Ragi,2015,Whole Year,Kerala,64.0,76.0,2602.9,10106.24,21.12,1.405
Rice,2015,Autumn,Kerala,60418.0,160894.0,2602.9,9540606.38,19937.94,2.327692308
Rice,2015,Summer,Kerala,47334.0,144706.0,2602.9,7474511.94,15620.22,2.67
Rice,2015,Winter,Kerala,89118.0,243675.0,2602.9,14072623.38,29408.94,2.370714286
Sesamum,2015,Whole Year,Kerala,187.0,46.0,2602.9,29529.17,61.71,0.281111111
Small millets,2015,Whole Year,Kerala,14.0,10.0,2602.9,2210.74,4.62,0.71
Soyabean,2015,Whole Year,Kerala,1.0,1.0,2602.9,157.91,0.33,1.0
Sugarcane,2015,Whole Year,Kerala,1361.588,138125.0,2602.9,215008.3611,449.32404,42.25571429
Sweet potato,2015,Whole Year,Kerala,279.0,3922.0,2602.9,44056.89,92.07,13.18642857
Tapioca,2015,Whole Year,Kerala,69404.71,2662610.0,2602.9,10959697.76,22903.5543,38.13857143
Tobacco,2015,Whole Year,Kerala,9.0,15.0,2602.9,1421.19,2.97,1.67
Turmeric,2015,Whole Year,Kerala,2602.89,7112.0,2602.9,411022.3599,858.9537,2.628571429
Wheat,2015,Whole Year,Kerala,2.0,3.0,2602.9,315.82,0.66,1.5
Arecanut,2015,Whole Year,Tamil Nadu,6884.0,11829.0,1201.9,1087052.44,2271.72,1.597142857
Bajra,2015,Kharif,Tamil Nadu,35460.0,95506.0,1201.9,5599488.6,11701.8,2.82
Bajra,2015,Rabi,Tamil Nadu,16146.0,38825.0,1201.9,2549614.86,5328.18,2.496
Banana,2015,Whole Year,Tamil Nadu,94214.0,3610173.0,1201.9,14877332.74,31090.62,38.35645161
Black pepper,2015,Whole Year,Tamil Nadu,4349.0,974.0,1201.9,686750.59,1435.17,0.173076923
Cardamom,2015,Whole Year,Tamil Nadu,3983.0,307.0,1201.9,628955.53,1314.39,0.653636364
Cashewnut,2015,Whole Year,Tamil Nadu,88415.0,27094.0,1201.9,13961612.65,29176.95,0.3
Castor seed,2015,Kharif,Tamil Nadu,5495.0,1763.0,1201.9,867715.45,1813.35,0.325416667
Coconut,2015,Whole Year,Tamil Nadu,434875.0,5962500000.0,1201.9,68671111.25,143508.75,11907.64581
Coriander,2015,Whole Year,Tamil Nadu,11084.0,6569.0,1201.9,1750274.44,3657.72,0.596956522
Cotton(lint),2015,Kharif,Tamil Nadu,102251.0,190658.0,1201.9,16146455.41,33742.83,2.151851852
Cotton(lint),2015,Rabi,Tamil Nadu,45836.0,136001.0,1201.9,7237962.76,15125.88,2.932857143
Dry chillies,2015,Whole Year,Tamil Nadu,46522.0,23762.0,1201.9,7346289.02,15352.26,0.7025
Garlic,2015,Whole Year,Tamil Nadu,581.0,3334.0,1201.9,91745.71,191.73,4.412
Ginger,2015,Whole Year,Tamil Nadu,390.0,3448.0,1201.9,61584.9,128.7,8.910833333
Gram,2015,Rabi,Tamil Nadu,4876.0,3176.0,1201.9,769969.16,1609.08,0.6
Groundnut,2015,Kharif,Tamil Nadu,222820.0,484630.0,1201.9,35185506.2,73530.6,2.3675
Groundnut,2015,Rabi,Tamil Nadu,123791.0,407650.0,1201.9,19547836.81,40851.03,3.264333333
Horse-gram,2015,Kharif,Tamil Nadu,11492.0,6908.0,1201.9,1814701.72,3792.36,0.623181818
Horse-gram,2015,Rabi,Tamil Nadu,64411.0,37706.0,1201.9,10171141.01,21255.63,0.580952381
Jowar,2015,Kharif,Tamil Nadu,185193.0,193845.0,1201.9,29243826.63,61113.69,1.340833333
Jowar,2015,Rabi,Tamil Nadu,153973.0,245774.0,1201.9,24313876.43,50811.09,1.734
Maize,2015,Kharif,Tamil Nadu,201750.0,1483163.0,1201.9,31858342.5,66577.5,7.782
Maize,2015,Rabi,Tamil Nadu,153314.0,1049167.0,1201.9,24209813.74,50593.62,6.849655172
Masoor,2015,Kharif,Tamil Nadu,59007.0,59968.0,1201.9,9317795.37,19472.31,1.063928571
Moong(Green Gram),2015,Kharif,Tamil Nadu,34470.0,27328.0,1201.9,5443157.7,11375.1,0.789285714
Moong(Green Gram),2015,Rabi,Tamil Nadu,204372.0,106918.0,1201.9,32272382.52,67442.76,0.577037037
Onion,2015,Kharif,Tamil Nadu,16013.0,154375.0,1201.9,2528612.83,5284.29,9.524166667
Onion,2015,Rabi,Tamil Nadu,19796.0,128339.0,1201.9,3125986.36,6532.68,6.711071429
Other Kharif pulses,2015,Kharif,Tamil Nadu,113836.0,66594.0,1201.9,17975842.76,37565.88,0.598888889
Potato,2015,Kharif,Tamil Nadu,3235.0,65799.0,1201.9,510838.85,1067.55,20.9825
Potato,2015,Rabi,Tamil Nadu,1071.0,24164.0,1201.9,169121.61,353.43,22.4075
Ragi,2015,Kharif,Tamil Nadu,68487.0,203942.0,1201.9,10814782.17,22600.71,2.978333333
Ragi,2015,Rabi,Tamil Nadu,21499.0,78112.0,1201.9,3394907.09,7094.67,3.523333333
Rapeseed &Mustard,2015,Rabi,Tamil Nadu,351.0,83.0,1201.9,55426.41,115.83,0.186
Rice,2015,Kharif,Tamil Nadu,2000212.0,7374681.0,1201.9,315853476.9,660069.96,4.061290323
Sesamum,2015,Kharif,Tamil Nadu,18547.0,12391.0,1201.9,2928756.77,6120.51,0.625769231
Sesamum,2015,Rabi,Tamil Nadu,27470.0,16978.0,1201.9,4337787.7,9065.1,0.586551724
Small millets,2015,Kharif,Tamil Nadu,22406.0,31304.0,1201.9,3538131.46,7393.98,1.206956522
Small millets,2015,Rabi,Tamil Nadu,758.0,1200.0,1201.9,119695.78,250.14,1.55875
Sugarcane,2015,Whole Year,Tamil Nadu,252272.0,25508824.0,1201.9,39836271.52,83249.76,98.0
Sunflower,2015,Kharif,Tamil Nadu,1957.0,2768.0,1201.9,309029.87,645.81,1.38952381
Sunflower,2015,Rabi,Tamil Nadu,6328.0,6014.0,1201.9,999254.48,2088.24,1.042727273
Sweet potato,2015,Whole Year,Tamil Nadu,586.0,9536.0,1201.9,92535.26,193.38,17.21473684
Tapioca,2015,Whole Year,Tamil Nadu,86236.0,2366723.0,1201.9,13617526.76,28457.88,30.10548387
Tobacco,2015,Whole Year,Tamil Nadu,3348.0,5161.0,1201.9,528682.68,1104.84,1.505
Turmeric,2015,Whole Year,Tamil Nadu,29877.0,115351.0,1201.9,4717877.07,9859.41,3.897777778
Urad,2015,Kharif,Tamil Nadu,59145.0,40922.0,1201.9,9339586.95,19517.85,0.709285714
Urad,2015,Rabi,Tamil Nadu,336041.0,235449.0,1201.9,53064234.31,110893.53,0.696333333
Arecanut,2016,Kharif,Andhra Pradesh,564.0,2367.0,890.0,86433.0,197.4,3.9125
Arhar/Tur,2016,Kharif,Andhra Pradesh,342883.0,129160.0,890.0,52546819.75,120009.05,0.493076923
Arhar/Tur,2016,Rabi,Andhra Pradesh,6555.0,3818.0,890.0,1004553.75,2294.25,0.481818182
Bajra,2016,Kharif,Andhra Pradesh,38762.0,67598.0,890.0,5940276.5,13566.7,1.744545455
Bajra,2016,Rabi,Andhra Pradesh,3124.0,4355.0,890.0,478753.0,1093.4,1.827142857
Banana,2016,Whole Year,Andhra Pradesh,55743.0,2303705.0,890.0,8542614.75,19510.05,41.42769231
Cashewnut,2016,Kharif,Andhra Pradesh,111894.0,48288.0,890.0,17147755.5,39162.9,0.445833333
Castor seed,2016,Kharif,Andhra Pradesh,32292.0,15195.0,890.0,4948749.0,11302.2,0.511111111
Castor seed,2016,Rabi,Andhra Pradesh,527.0,274.0,890.0,80762.75,184.45,0.52
Coconut,2016,Whole Year,Andhra Pradesh,102548.0,1415300000.0,890.0,15715481.0,35891.8,13934.1225
Coriander,2016,Kharif,Andhra Pradesh,8.0,1.0,890.0,1226.0,2.8,0.13
Coriander,2016,Rabi,Andhra Pradesh,4295.0,2368.0,890.0,658208.75,1503.25,0.536666667
Cotton(lint),2016,Kharif,Andhra Pradesh,463437.0,1544526.0,890.0,71021720.25,162202.95,2.633076923
Cotton(lint),2016,Rabi,Andhra Pradesh,8092.0,19547.0,890.0,1240099.0,2832.2,2.201428571
Cowpea(Lobia),2016,Kharif,Andhra Pradesh,3780.0,1966.0,890.0,579285.0,1323.0,0.491428571
Cowpea(Lobia),2016,Rabi,Andhra Pradesh,5039.0,3379.0,890.0,772226.75,1763.65,0.585
Dry chillies,2016,Kharif,Andhra Pradesh,169242.0,866649.0,890.0,25936336.5,59234.7,4.829090909
Dry chillies,2016,Rabi,Andhra Pradesh,40105.0,164689.0,890.0,6146091.25,14036.75,3.75
Ginger,2016,Kharif,Andhra Pradesh,285.0,752.0,890.0,43676.25,99.75,2.288
Ginger,2016,Rabi,Andhra Pradesh,4.0,11.0,890.0,613.0,1.4,2.75
Gram,2016,Kharif,Andhra Pradesh,5.0,2.0,890.0,766.25,1.75,0.4
Gram,2016,Rabi,Andhra Pradesh,397083.0,381035.0,890.0,60852969.75,138979.05,1.21
Groundnut,2016,Kharif,Andhra Pradesh,933233.0,390732.0,890.0,143017957.3,326631.55,1.705384615
Groundnut,2016,Rabi,Andhra Pradesh,79576.0,211999.0,890.0,12195022.0,27851.6,2.804615385
Guar seed,2016,Rabi,Andhra Pradesh,42.0,80.0,890.0,6436.5,14.7,1.9
Horse-gram,2016,Kharif,Andhra Pradesh,1411.0,182.0,890.0,216235.75,493.85,0.155
Horse-gram,2016,Rabi,Andhra Pradesh,11425.0,5666.0,890.0,1750881.25,3998.75,0.461666667
Jowar,2016,Kharif,Andhra Pradesh,14260.0,20475.0,890.0,2185345.0,4991.0,1.293846154
Jowar,2016,Rabi,Andhra Pradesh,83139.0,177852.0,890.0,12741051.75,29098.65,2.297
Linseed,2016,Kharif,Andhra Pradesh,219.0,106.0,890.0,33561.75,76.65,0.48
Maize,2016,Kharif,Andhra Pradesh,85501.0,354764.0,890.0,13103028.25,29925.35,3.907692308
Maize,2016,Rabi,Andhra Pradesh,164778.0,1298137.0,890.0,25252228.5,57672.3,6.493846154
Mesta,2016,Kharif,Andhra Pradesh,6702.0,63394.0,890.0,1027081.5,2345.7,9.31
Moong(Green Gram),2016,Kharif,Andhra Pradesh,32294.0,16742.0,890.0,4949055.5,11302.9,0.606923077
Moong(Green Gram),2016,Rabi,Andhra Pradesh,102067.0,49549.0,890.0,15641767.75,35723.45,0.458461538
Niger seed,2016,Rabi,Andhra Pradesh,5714.0,2230.0,890.0,875670.5,1999.9,0.445
Oilseeds total,2016,Kharif,Andhra Pradesh,1198491.0,2250605.0,890.0,183668745.8,419471.85,4.020769231
Oilseeds total,2016,Rabi,Andhra Pradesh,133813.0,240747.0,890.0,20506842.25,46834.55,1.706923077
Onion,2016,Kharif,Andhra Pradesh,32006.0,555944.0,890.0,4904919.5,11202.1,21.05416667
Onion,2016,Rabi,Andhra Pradesh,3511.0,77209.0,890.0,538060.75,1228.85,22.11
Other  Rabi pulses,2016,Rabi,Andhra Pradesh,6743.0,8229.0,890.0,1033364.75,2360.05,0.96
Other Kharif pulses,2016,Kharif,Andhra Pradesh,3721.0,2414.0,890.0,570243.25,1302.35,0.6775
Potato,2016,Kharif,Andhra Pradesh,527.0,4751.0,890.0,80762.75,184.45,9.09
Potato,2016,Rabi,Andhra Pradesh,1164.0,10675.0,890.0,178383.0,407.4,9.715
Ragi,2016,Kharif,Andhra Pradesh,26899.0,25638.0,890.0,4122271.75,9414.65,1.086
Ragi,2016,Rabi,Andhra Pradesh,5159.0,8895.0,890.0,790616.75,1805.65,1.78
Rapeseed &Mustard,2016,Kharif,Andhra Pradesh,6.0,3.0,890.0,919.5,2.1,0.5
Rapeseed &Mustard,2016,Rabi,Andhra Pradesh,5060.0,2086.0,890.0,775445.0,1771.0,0.348333333
Rice,2016,Kharif,Andhra Pradesh,1519656.0,5233690.0,890.0,232887282.0,531879.6,3.361538462
Rice,2016,Rabi,Andhra Pradesh,585363.0,2768647.0,890.0,89706879.75,204877.05,3.727692308
Safflower,2016,Kharif,Andhra Pradesh,4.0,3.0,890.0,613.0,1.4,0.75
Safflower,2016,Rabi,Andhra Pradesh,125.0,79.0,890.0,19156.25,43.75,0.66
Sesamum,2016,Kharif,Andhra Pradesh,33460.0,7623.0,890.0,5127745.0,11711.0,0.244166667
Sesamum,2016,Rabi,Andhra Pradesh,30208.0,8761.0,890.0,4629376.0,10572.8,0.271666667
Small millets,2016,Kharif,Andhra Pradesh,24448.0,16996.0,890.0,3746656.0,8556.8,0.57
Small millets,2016,Rabi,Andhra Pradesh,6643.0,6934.0,890.0,1018039.75,2325.05,0.78
Soyabean,2016,Kharif,Andhra Pradesh,1570.0,1448.0,890.0,240602.5,549.5,1.0175
Soyabean,2016,Rabi,Andhra Pradesh,1.0,1.0,890.0,153.25,0.35,1.0
Sugarcane,2016,Whole Year,Andhra Pradesh,102732.0,7830250.0,890.0,15743679.0,35956.2,86.50846154
Sunflower,2016,Kharif,Andhra Pradesh,8526.0,5950.0,890.0,1306609.5,2984.1,0.861666667
Sunflower,2016,Rabi,Andhra Pradesh,12602.0,15317.0,890.0,1931256.5,4410.7,0.910833333
Sweet potato,2016,Kharif,Andhra Pradesh,149.0,2262.0,890.0,22834.25,52.15,14.88166667
Sweet potato,2016,Rabi,Andhra Pradesh,484.0,7431.0,890.0,74173.0,169.4,15.741
Tapioca,2016,Kharif,Andhra Pradesh,7122.0,83906.0,890.0,1091446.5,2492.7,13.00333333
Tapioca,2016,Rabi,Andhra Pradesh,19.0,189.0,890.0,2911.75,6.65,10.0875
Tobacco,2016,Kharif,Andhra Pradesh,23505.0,91410.0,890.0,3602141.25,8226.75,3.571111111
Tobacco,2016,Rabi,Andhra Pradesh,73274.0,164973.0,890.0,11229240.5,25645.9,2.700714286
Urad,2016,Kharif,Andhra Pradesh,59661.0,48844.0,890.0,9143048.25,20881.35,0.792307692
Urad,2016,Rabi,Andhra Pradesh,439841.0,280189.0,890.0,67405633.25,153944.35,0.64
Wheat,2016,Rabi,Andhra Pradesh,33.0,76.0,890.0,5057.25,11.55,2.155
other oilseeds,2016,Kharif,Andhra Pradesh,138.0,153.0,890.0,21148.5,48.3,1.2275
Arecanut,2016,Kharif,Puducherry,53.0,93.0,1391.3,8122.25,18.55,1.75
Bajra,2016,Kharif,Puducherry,12.0,16.0,1391.3,1839.0,4.2,1.33
Bajra,2016,Summer,Puducherry,4.0,5.0,1391.3,613.0,1.4,1.25
Banana,2016,Kharif,Puducherry,252.0,3052.0,1391.3,38619.0,88.2,13.02666667
Black pepper,2016,Kharif,Puducherry,10.0,18.0,1391.3,1532.5,3.5,1.8
Cashewnut,2016,Kharif,Puducherry,148.0,51.0,1391.3,22681.0,51.8,0.446666667
Coconut,2016,Whole Year,Puducherry,1930.0,21737000.0,1391.3,295772.5,675.5,10804.615
Cotton(lint),2016,Kharif,Puducherry,296.0,539.0,1391.3,45362.0,103.6,1.785
Dry chillies,2016,Rabi,Puducherry,4.0,26.0,1391.3,613.0,1.4,6.5
Groundnut,2016,Kharif,Puducherry,1.0,3.0,1391.3,153.25,0.35,3.0
Groundnut,2016,Rabi,Puducherry,212.0,636.0,1391.3,32489.0,74.2,3.0
Groundnut,2016,Summer,Puducherry,40.0,112.0,1391.3,6130.0,14.0,2.8
Jowar,2016,Kharif,Puducherry,1.0,2.0,1391.3,153.25,0.35,2.0
Jowar,2016,Summer,Puducherry,3.0,3.0,1391.3,459.75,1.05,1.0
Moong(Green Gram),2016,Rabi,Puducherry,8.0,5.0,1391.3,1226.0,2.8,0.75
Moong(Green Gram),2016,Summer,Puducherry,750.0,91.0,1391.3,114937.5,262.5,0.433333333
Onion,2016,Summer,Puducherry,1.0,5.0,1391.3,153.25,0.35,5.0
Other  Rabi pulses,2016,Rabi,Puducherry,44.0,42.0,1391.3,6743.0,15.4,0.95
Other Kharif pulses,2016,Kharif,Puducherry,2.0,3.0,1391.3,306.5,0.7,1.5
Other Summer Pulses,2016,Summer,Puducherry,10.0,8.0,1391.3,1532.5,3.5,0.8
Ragi,2016,Kharif,Puducherry,20.0,31.0,1391.3,3065.0,7.0,1.29
Ragi,2016,Rabi,Puducherry,6.0,10.0,1391.3,919.5,2.1,1.67
Ragi,2016,Summer,Puducherry,21.0,26.0,1391.3,3218.25,7.35,1.24
Rice,2016,Kharif,Puducherry,3693.0,13151.0,1391.3,565952.25,1292.55,3.24
Rice,2016,Rabi,Puducherry,8412.0,23024.0,1391.3,1289139.0,2944.2,3.436666667
